,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
571,22,Ali Brill,http://games.crossfit.com/athlete/275969,472 (3432),0,63.0,0,0,137 lb,655 (264),819 (343),489 (109),687 (234),782 (10:20),16,Team KTB,Unaffiliated,--,--,--,--,--,--,--,--,--,--,--,--
572,32,Kristen Arnold,http://games.crossfit.com/athlete/29610,473 (3433),0,66.0,0,0,138 lb,1095 (250),841 (343),568 (107),367 (245),562 (10:02),16,CF Dūrātus,CrossFit Duratus,--,--,--,--,--,1:02,20:30,185 lb,140 lb,335 lb,285 lb,0
573,25,Brittney Blanco,http://games.crossfit.com/athlete/6093,474 (3435),0,63.0,0,0,123 lb,525 (268),1547 (339),70 (124),1252 (216),41 (08:38),16,Delta CrossFit,Delta CrossFit,2:39,0:00,0:00,0:00,--,0:00,20:51,165 lb,--,325 lb,265 lb,--
574,24,Danielle Szpindor,http://games.crossfit.com/athlete/12253,475 (3454),0,60.0,0,0,135 lb,958 (254),80 (428),921 (102),1193 (217),302 (09:38),16,HustleHard CrossFit,HustleHard CrossFit,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
575,33,Dana Howell,http://games.crossfit.com/athlete/55788,476 (3460),0,67.0,0,0,153 lb,224 (284),256 (423),637 (105),1492 (213),851 (10:24),16,SLC 1,Salt Lake City CrossFit (SLC),0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
576,27,Hanna Porseland,http://games.crossfit.com/athlete/228422,477 (3462),0,64.17,0,0,143 lb,775 (260),331 (423),1811 (93),517 (239),28 (08:30),16,Crossfit North Head,CrossFit North Head,--,--,--,--,--,--,--,90 kg,76 kg,125 kg,115 kg,--
577,31,Karen Pierce,http://games.crossfit.com/athlete/19372,478 (3463),0,66.0,0,0,143 lb,591 (266),491 (346),1255 (101),242 (251),884 (10:26),16,CrossFit Jääkarhu,CrossFit Jaakarhu,2:52,0:00,1:52,0:00,246,0:00,21:00,205 lb,155 lb,330 lb,285 lb,27
578,44,Cheryl Brost,http://games.crossfit.com/athlete/8770,479 (3464),0,62.0,0,0,132 lb,1386 (245),281 (423),387 (113),181 (255),1229 (10:46),16,AllStar Team,CrossFit AllStar,2:51,8:27,2:13,17:33,377,1:08,22:56,202 lb,160 lb,370 lb,270 lb,45
579,25,Hilary Meale,http://games.crossfit.com/athlete/237745,480 (3475),0,65.0,0,0,136 lb,356 (274),1109 (341),618 (106),1090 (219),302 (09:38),16,CrossFit Ridgeline,CrossFit Ridgeline,--,--,--,--,--,--,--,--,--,300 lb,240 lb,--
580,31,Ashley Albano,http://games.crossfit.com/athlete/136952,481 (3479),0,67.0,0,0,142 lb,356 (274),940 (342),969 (102),1011 (221),203 (09:23),16,CrossFit Roseville,CrossFit Roseville,--,--,--,--,--,--,--,--,--,--,--,--
581,23,Brianna Lamb,http://games.crossfit.com/athlete/443608,482 (3488),0,69.0,0,0,159 lb,239 (282),122 (426),1606 (96),1080 (219),441 (09:53),16,TJs Gym Mill Valley,CrossFit Mill Valley,--,--,--,--,--,--,--,210 lb,155 lb,325 lb,275 lb,--
582,25,Elyse Persico,http://games.crossfit.com/athlete/13802,483 (3498),0,63.0,0,0,147 lb,337 (275),211 (424),626 (105),1347 (215),977 (10:32),16,,CrossFit Kinnick,2:30,8:41,1:47,0:00,414,1:10,22:56,200 lb,170 lb,375 lb,285 lb,50
583,25,Kelsey Kiel,http://games.crossfit.com/athlete/352061,484 (3500),0,67.0,0,0,165 lb,910 (257),898 (343),818 (103),385 (244),489 (09:56),16,Crossfit Parallax,CrossFit Parallax,3:20,--,1:47,25:40,357,--,--,240 lb,175 lb,365 lb,335 lb,--
584,31,Kacie Wagner,http://games.crossfit.com/athlete/72101,485 (3513),0,65.0,0,0,140 lb,748 (261),1167 (341),850 (103),294 (248),454 (09:54),16,CrossFit 8085,CrossFit 8085,0:00,0:00,0:00,0:00,--,1:08,0:00,0 lb,--,0 lb,0 lb,--
585,24,Lea Schmidt,http://games.crossfit.com/athlete/276218,486 (3514),0,63.78,0,0,56 kg,525 (268),360 (423),1000 (102),820 (229),809 (10:21),16,,,3:00,--,--,--,--,--,--,190 lb,160 lb,310 lb,250 lb,--
586,28,Alexandria Anachebe,http://games.crossfit.com/athlete/258379,487 (3517),0,58.0,0,0,125 lb,591 (266),947 (342),429 (111),1461 (214),89 (08:58),16,,Unaffiliated,2:33,9:30,--,25:14,310,--,--,190 lb,150 lb,275 lb,275 lb,35
587,31,Lindsey McDuffie,http://games.crossfit.com/athlete/17350,488 (3534),0,68.0,0,0,138 lb,380 (273),930 (342),62 (125),781 (230),1381 (10:52),16,,CrossFit Hendersonville,3:21,8:18,2:32,19:00,380,1:10,21:45,170 lb,130 lb,300 lb,210 lb,50
588,35,Mayra Brandt,http://games.crossfit.com/athlete/40480,489 (3537),0,67.0,0,0,153 lb,718 (262),482 (346),756 (103),697 (233),884 (10:26),16,CrossFit Boynton Beach,CrossFit Boynton Beach,--,--,--,--,--,--,--,--,--,--,--,--
589,28,Ashley Kolozsvary,http://games.crossfit.com/athlete/48160,490 (3540),0,63.0,0,0,140 lb,718 (262),552 (345),962 (102),854 (228),454 (09:54),16,CrossFit Unmatched,CrossFit Unmatched,3:24,8:29,0:00,22:42,0,0:00,25:58,185 lb,146 lb,285 lb,245 lb,0
590,32,Marlene Andersson,http://games.crossfit.com/athlete/17329,491 (3552),0,64.96,0,0,132 lb,591 (266),317 (423),284 (114),1663 (211),697 (10:13),16,,,4:29,10:01,0:00,0:00,0,0:00,0:00,85 kg,60 kg,165 kg,131 kg,31
591,31,Mel Cupitt,http://games.crossfit.com/athlete/8417,492 (3558),0,65.0,0,0,143 lb,86 (298),608 (344),2367 (90),397 (244),100 (09:00),16,CrossFit 2600,CrossFit 2600,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
592,33,Merisa Downs,http://games.crossfit.com/athlete/24731,493 (3560),0,69.0,0,0,148 lb,1600 (241),637 (344),595 (107),189 (254),539 (10:00),16,Team CrownTown,CrossFit CrownTown,0:00,0:00,0:00,0:00,--,0:00,0:00,205 lb,150 lb,315 lb,250 lb,20
593,31,Lindsay Marshall,http://games.crossfit.com/athlete/503037,494 (3575),0,69.0,0,0,165 lb,224 (284),5 (430),2619 (89),188 (254),539 (10:00),16,DEEP,CrossFit Deep,--,--,--,--,--,--,--,235 lb,185 lb,335 lb,330 lb,--
594,24,Courtney Wood,http://games.crossfit.com/athlete/238146,495 (3578),0,65.0,0,0,148 lb,655 (264),238 (424),1135 (101),483 (240),1067 (10:37),16,CrossFit South-Central MA,CrossFit South Central Mass,--,--,2:15,--,--,1:20,--,205 lb,165 lb,310 lb,265 lb,30
595,30,Lisa Turner,http://games.crossfit.com/athlete/324726,496 (3581),0,60.0,0,0,130 lb,556 (267),1112 (341),1182 (101),442 (242),289 (09:36),16,CFGR,CrossFit Grand Rapids,--,--,--,--,--,--,--,185 lb,138 lb,--,240 lb,--
596,23,Michela Greco,http://games.crossfit.com/athlete/252447,497 (3603),0,67.0,0,0,145 lb,380 (273),423 (347),1161 (101),572 (237),1067 (10:37),16,Danbury Mad Hatters,CrossFit Danbury,2:53,7:57,2:27,--,--,--,20:06,200 lb,165 lb,335 lb,250 lb,--
597,32,Crista Jorgensen,http://games.crossfit.com/athlete/18766,498 (3622),0,65.0,0,0,126 lb,128 (292),1081 (341),119 (119),399 (244),1895 (11:14),16,Northstate CrossFit,Northstate CrossFit,2:36,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
598,31,Ashley Shaeffer,http://games.crossfit.com/athlete/120875,499 (3623),0,64.0,0,0,135 lb,934 (255),920 (342),266 (115),1201 (217),302 (09:38),16,SLC 1,Salt Lake City CrossFit (SLC),--,--,--,--,--,--,--,--,--,--,--,--
599,26,Amber DAriano,http://games.crossfit.com/athlete/262990,500 (3632),0,62.0,0,0,149 lb,775 (260),472 (346),1407 (99),153 (257),825 (10:22),16,The Crossfit Squad,The CrossFit Squad,2:46,--,--,--,--,1:27,--,210 lb,160 lb,325 lb,255 lb,41
600,29,Stephanie Pizzignacco,http://games.crossfit.com/athlete/685277,501 (3636),0,61.42,0,0,50 kg,231 (283),1575 (339),952 (102),562 (238),316 (09:39),16,Team CrossFit Nordic,CrossFit Nordic,--,--,--,--,--,--,--,--,--,--,--,--
601,26,Chelsea Potter,http://games.crossfit.com/athlete/286150,502 (3637),0,64.0,0,0,129 lb,748 (261),1300 (340),222 (115),683 (234),684 (10:12),16,Koda CrossFit,Koda CrossFit,3:02,9:04,1:53,--,377,0:52,0:00,165 lb,135 lb,240 lb,205 lb,45
602,27,Brittanie Williamson,http://games.crossfit.com/athlete/76439,502 (3637),0,64.0,0,0,135 lb,525 (268),1628 (339),262 (115),699 (233),523 (09:59),16,CrossFit Diligence,CrossFit Diligence,0:00,0:00,0:00,0:00,--,0:00,0:00,0 lb,0 lb,--,--,--
603,24,Alice Tucker,http://games.crossfit.com/athlete/114798,504 (3650),0,,0,0,150 lb,616 (265),375 (423),1980 (91),257 (250),422 (09:51),16,Schwartzs Crossfit Melbourne A,CrossFit Melbourne,--,--,--,--,--,--,--,--,--,--,--,--
604,22,Nina Escobedo,http://games.crossfit.com/athlete/259338,505 (3654),0,68.0,0,0,145 lb,775 (260),631 (344),217 (116),508 (240),1523 (10:58),16,Code 3 San Diego,CrossFit Code 3 South,--,--,--,--,--,--,--,--,--,--,--,--
605,25,Lindsey Wehseler,http://games.crossfit.com/athlete/72252,506 (3668),0,65.0,0,0,--,194 (286),933 (342),876 (103),781 (230),884 (10:26),16,CrossFit Ridgeline,CrossFit Ridgeline,2:55,--,--,--,--,--,19:26,0 lb,170 lb,--,--,--
606,27,Carole Castellani,http://games.crossfit.com/athlete/330326,507 (3678),0,66.93,0,0,65 kg,337 (275),1900 (339),314 (114),673 (234),454 (09:54),16,CrossFit Lyon,CrossFit Lyon,--,--,--,--,--,--,--,--,--,--,--,--
607,24,Oksana Pikmulova,http://games.crossfit.com/athlete/135385,508 (3683),0,66.93,0,0,127 lb,748 (261),1275 (340),390 (113),266 (250),1004 (10:33),16,Idol,CrossFit Idol,3:00,--,--,--,--,--,--,75 kg,62 kg,140 kg,120 kg,50
608,30,Gretchen Kittelberger,http://games.crossfit.com/athlete/13383,509 (3684),0,62.0,0,0,138 lb,495 (269),1027 (342),410 (112),685 (234),1067 (10:37),16,CrossFit Reston,CrossFit Reston,2:30,8:40,1:59,19:36,0,0:00,0:00,220 lb,185 lb,330 lb,275 lb,47
609,34,Camas Barkemeyer,http://games.crossfit.com/athlete/1659,510 (3685),0,68.0,0,0,150 lb,1796 (238),424 (347),336 (114),192 (254),937 (10:30),16,Spokane Valley,CrossFit Spokane Valley,3:09,0:00,0:00,0:00,--,1:00,23:51,215 lb,175 lb,310 lb,300 lb,50
610,38,Robin Leafblad,http://games.crossfit.com/athlete/246114,511 (3690),0,67.0,0,0,155 lb,1175 (248),140 (426),433 (111),772 (230),1170 (10:43),16,,,3:09,8:34,1:55,--,324,56:00,--,235 lb,165 lb,425 lb,330 lb,--
611,35,Kate Stewart,http://games.crossfit.com/athlete/105643,512 (3691),0,62.99,0,0,132 lb,1980 (235),511 (346),607 (106),258 (250),335 (09:41),16,,CrossFit St Kilda,3:15,--,--,--,--,--,--,90 kg,68 kg,143 kg,125 kg,0
612,27,Kirsten Palmer,http://games.crossfit.com/athlete/243488,513 (3701),0,64.17,0,0,129 lb,473 (270),1277 (340),484 (109),1026 (221),441 (09:53),16,Zaks Pack East Tamaki,CrossFit East Tamaki,--,--,--,--,--,--,--,83 kg,74 kg,--,110 lb,--
613,30,Laura Vazquez,http://games.crossfit.com/athlete/487746,514 (3713),0,66.93,0,0,130 lb,105 (294),617 (344),36 (129),2034 (208),921 (10:28),16,Team Tigran Soul MX,CrossFit Tigran,--,--,--,--,--,--,--,175 lb,140 lb,285 lb,215 lb,52
614,31,Meaghan Gonzalez,http://games.crossfit.com/athlete/43782,515 (3716),0,64.0,0,0,149 lb,319 (276),246 (424),185 (116),2363 (205),603 (10:05),16,Invictus,CrossFit Invictus,2:24,--,--,--,--,--,21:30,225 lb,170 lb,350 lb,315 lb,--
615,29,Molly Hitt,http://games.crossfit.com/athlete/9298,516 (3723),0,68.0,0,0,148 lb,1137 (249),422 (347),969 (102),725 (232),470 (09:55),16,Work Hard Live Fit,CrossFit Industrious,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
616,26,Jennifer Martin,http://games.crossfit.com/athlete/264491,517 (3726),0,61.0,0,0,135 lb,556 (267),233 (424),1811 (93),466 (241),660 (10:10),16,Bell City CrossFit,Bell City CrossFit,--,--,--,--,--,--,--,200 lb,130 lb,335 lb,280 lb,--
617,25,Brooklynn Linsky,http://games.crossfit.com/athlete/207068,518 (3729),0,69.0,0,0,155 lb,775 (260),437 (347),584 (107),1410 (214),523 (09:59),16,CrossFit Argyle,CrossFit Argyle,3:27,--,--,--,--,0:57,21:30,215 lb,165 lb,280 lb,275 lb,23
618,27,Lindsey La Dew,http://games.crossfit.com/athlete/123553,519 (3736),0,67.0,0,0,139 lb,451 (271),340 (423),1147 (101),861 (227),937 (10:30),16,EndGame Athletics,CrossFit EGA,2:55,8:53,2:57,22:38,367,1:10,22:23,210 lb,165 lb,300 lb,265 lb,26
619,27,Christine Lee,http://games.crossfit.com/athlete/45211,520 (3743),0,64.0,0,0,132 lb,194 (286),1292 (340),395 (112),580 (237),1282 (10:48),16,Caffeinated CrossFit,Caffeinated CrossFit,0:00,0:00,0:00,0:00,--,0:00,0:00,170 lb,130 lb,260 lb,190 lb,50
620,27,Brittany Mack,http://games.crossfit.com/athlete/242067,521 (3744),0,64.0,0,0,--,655 (264),557 (345),1033 (102),878 (227),621 (10:07),16,Team TAS,TAS CrossFit,5:05,--,3:17,--,298,--,25:59,155 lb,110 lb,270 lb,235 lb,--
621,27,Kate Jasinski,http://games.crossfit.com/athlete/186751,522 (3757),0,64.0,0,0,150 lb,319 (276),614 (344),990 (102),1009 (221),825 (10:22),16,CrossFit  over the mountain,CrossFit Over the Mountain,--,--,--,--,--,--,--,--,--,--,--,--
622,30,Kristen Roles,http://games.crossfit.com/athlete/46171,523 (3758),0,64.0,0,0,138 lb,495 (269),558 (345),911 (102),1291 (216),503 (09:57),16,CrossFit St Louis,CrossFit St. Louis,--,--,--,--,--,--,--,--,--,--,--,--
623,26,Tricia Wasielewski,http://games.crossfit.com/athlete/273154,524 (3768),0,,0,0,140 lb,775 (260),523 (345),417 (112),860 (227),1193 (10:44),16,CrossFit Bound,CrossFit Bound,--,--,--,--,--,--,--,--,--,--,--,--
624,30,Christine Anastario,http://games.crossfit.com/athlete/94386,525 (3769),0,63.0,0,0,155 lb,250 (281),131 (426),2649 (89),334 (246),405 (09:48),16,Team TAS,TAS CrossFit,2:22,--,1:57,--,--,--,--,220 lb,160 lb,345 lb,310 lb,--
625,25,Nicole Capurso,http://games.crossfit.com/athlete/109871,526 (3770),0,68.0,0,0,145 lb,319 (276),651 (344),262 (115),1400 (214),1138 (10:41),16,#TeamDensity,CrossFit OverTake,2:31,7:53,0:00,0:00,0,1:17,0:00,230 lb,180 lb,340 lb,270 lb,0
626,35,Holly Mata,http://games.crossfit.com/athlete/4422,527 (3776),0,64.0,0,0,152 lb,1210 (247),1243 (341),589 (107),368 (245),366 (09:44),16,Get Lifted,Get Lifted CrossFit,2:36,0:00,1:34,0:00,0,0:00,0:00,220 lb,170 lb,335 lb,285 lb,50
627,27,Amanda Hardeman,http://games.crossfit.com/athlete/276523,528 (3795),0,67.0,0,0,150 lb,775 (260),1133 (341),190 (116),1184 (217),513 (09:58),16,Westside Conjugate,CrossFit Conjugate,--,--,--,--,--,--,--,--,--,--,--,--
628,23,Carly Herald,http://games.crossfit.com/athlete/463588,529 (3798),0,64.0,0,0,145 lb,556 (267),325 (423),1770 (94),812 (229),335 (09:41),16,,CrossFit Centerline,--,--,--,--,--,--,--,--,--,--,--,--
629,24,Samantha Drescher,http://games.crossfit.com/athlete/96575,530 (3818),0,72.05,0,0,154 lb,775 (260),597 (345),1124 (101),152 (257),1170 (10:43),16,CrossFit Darwin,CrossFit Darwin,3:00,--,1:40,--,440,--,--,105 kg,88 kg,160 kg,145 kg,40
630,30,Deanna Fester,http://games.crossfit.com/athlete/143582,531 (3831),0,66.0,0,0,140 lb,1338 (246),182 (425),707 (104),676 (234),928 (10:29),16,CrossFit Vernon,CrossFit Vernon,4:40,--,2:08,--,--,--,--,218 lb,165 lb,370 lb,314 lb,37
631,31,Jennifer Jones,http://games.crossfit.com/athlete/3217,532 (3836),0,65.0,0,0,150 lb,262 (279),319 (423),109 (120),448 (242),2698 (11:41),16,,CrossFit EaDo,2:42,9:05,1:39,0:00,380,1:14,0:00,235 lb,195 lb,315 lb,255 lb,0
632,25,Joannie Lebrun,http://games.crossfit.com/athlete/100316,533 (3847),0,66.0,0,0,140 lb,1175 (248),879 (343),1033 (102),151 (257),609 (10:06),16,Hustle Tonic,Tonic CrossFit,0:00,--,--,--,--,--,--,0 lb,0 lb,0 lb,0 lb,0
633,35,Kelly Morlock,http://games.crossfit.com/athlete/15588,534 (3849),0,61.0,0,0,120 lb,90 (297),1555 (339),806 (103),1069 (220),329 (09:40),16,Team Pacheco,Pacheco Valley CrossFit,2:24,--,1:50,17:53,414,1:25,--,175 lb,145 lb,--,250 lb,51
634,33,Sophie Leclerc Trottier,http://games.crossfit.com/athlete/17150,535 (3859),0,61.0,0,0,130 lb,881 (259),974 (342),457 (110),513 (240),1034 (10:35),16,Tonic Crossfit,Tonic CrossFit,2:52,0:00,0:00,0:00,0,0:00,24:45,185 lb,155 lb,325 lb,280 lb,54
635,28,Amanda Johnson,http://games.crossfit.com/athlete/364463,536 (3868),0,64.0,0,0,145 lb,128 (292),457 (346),928 (102),1793 (210),562 (10:02),16,CrossFit MagParke,CrossFit Mag Parke,2:25,--,--,--,--,--,--,195 lb,155 lb,300 lb,250 lb,--
636,23,Kayli Wagner,http://games.crossfit.com/athlete/94636,537 (3869),0,64.0,0,0,141 lb,775 (260),176 (425),571 (107),1313 (216),1034 (10:35),16,BoomBox Massive,Boombox CrossFit SD,0:00,0:00,--,0:00,0,0:00,0:00,215 lb,185 lb,290 lb,300 lb,32
637,24,Jessica Krebs,http://games.crossfit.com/athlete/122545,537 (3869),0,63.0,0,0,135 lb,1005 (252),490 (346),886 (103),935 (225),553 (10:01),16,RSCF,Red Stick CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,210 lb,155 lb,335 lb,295 lb,0
638,26,Amanda Lindeberg Mathiasen,http://games.crossfit.com/athlete/247463,539 (3870),0,65.35,0,0,121 lb,68 (300),2289 (262),1113 (101),65 (267),335 (09:41),16,Team Butchers Lab,CrossFit Butcher's Lab,--,--,--,--,--,--,--,--,--,--,--,--
639,25,Bianca Casciari,http://games.crossfit.com/athlete/350376,540 (3877),0,68.0,0,0,170 lb,980 (253),489 (346),835 (103),325 (247),1248 (10:47),16,Next Step Crossfit Team,Next Step CrossFit,--,--,--,--,--,--,--,220 lb,195 lb,340 lb,275 lb,--
640,40,Samantha Stevenson-Archer,http://games.crossfit.com/athlete/160879,541 (3886),0,65.0,0,0,155 lb,775 (260),793 (343),1410 (99),719 (232),189 (09:21),16,CrossFit AI,CrossFit Athlete Inside (AI),--,--,--,--,--,--,--,185 lb,155 lb,345 lb,285 lb,--
641,29,Ashley Beaver,http://games.crossfit.com/athlete/8446,542 (3889),0,64.0,0,0,145 lb,1005 (252),646 (344),611 (106),489 (240),1138 (10:41),16,crossfit 209 sport,CrossFit 209 Sport,2:38,0:00,1:33,0:00,0,0:00,0:00,230 lb,190 lb,320 lb,300 lb,37
642,28,Onie Laflamme,http://games.crossfit.com/athlete/19275,543 (3897),0,62.2,0,0,135 lb,591 (266),1073 (341),751 (103),700 (233),782 (10:20),16,CrossFit Urbain,CrossFit Urbain,3:03,8:51,2:26,18:20,356,0:00,21:40,185 lb,145 lb,270 lb,250 lb,49
643,34,Amanda DeRosa,http://games.crossfit.com/athlete/10394,544 (3898),0,64.0,0,0,130 lb,1137 (249),1705 (339),164 (117),403 (244),489 (09:56),16,CrossFit Now,CrossFit Now,3:46,8:34,3:06,27:10,356,0:00,21:55,165 lb,118 lb,270 lb,215 lb,0
644,28,Jen Munro,http://games.crossfit.com/athlete/74518,545 (3900),0,63.0,0,0,130 lb,380 (273),1628 (339),510 (109),1285 (216),97 (08:59),16,Iron Mile,CrossFit Iron Mile,2:48,--,--,--,--,--,--,170 lb,135 lb,285 lb,215 lb,--
645,35,Jennifer Howitt,http://games.crossfit.com/athlete/57141,546 (3903),0,64.0,0,0,130 lb,894 (258),799 (343),475 (110),584 (237),1151 (10:42),16,CrossFit Reflexion,CrossFit Reflexion,0:00,0:00,0:00,0:00,--,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
646,31,Lindsey Deitsch,http://games.crossfit.com/athlete/106437,547 (3910),0,65.0,0,0,149 lb,934 (255),295 (423),141 (118),2070 (207),470 (09:55),16,TEAM PRECISION,Precision CrossFit,2:41,--,1:52,--,0,--,--,190 lb,165 lb,360 lb,255 lb,--
647,26,Katie Hanger,http://games.crossfit.com/athlete/444245,548 (3918),0,65.0,0,0,139 lb,775 (260),641 (344),1208 (101),634 (235),660 (10:10),16,Hammer Down CrossFit Affiliate Team,Hammer Down CrossFit,4:03,8:49,2:49,--,--,--,--,185 lb,135 lb,265 lb,230 lb,--
648,29,Lindsay Siolka,http://games.crossfit.com/athlete/252182,549 (3920),0,60.0,0,0,135 lb,934 (255),518 (345),1050 (101),1338 (215),80 (08:56),16,,The Firm CrossFit,2:34,--,--,--,--,--,--,225 lb,175 lb,315 lb,300 lb,--
649,28,Ashley Cates,http://games.crossfit.com/athlete/663448,550 (3921),0,,0,0,--,1423 (244),427 (347),766 (103),523 (239),782 (10:20),16,CrossFit Midpoint,CrossFit Midpoint,--,--,--,--,--,--,--,--,--,--,--,--
650,32,Sarah Hopping Estrella,http://games.crossfit.com/athlete/7237,551 (3927),0,71.0,0,0,170 lb,556 (267),104 (427),475 (110),1099 (219),1693 (11:05),16,Arena Ready CrossFit,Arena Ready CrossFit,3:06,7:58,1:53,20:30,375,0:59,0:00,263 lb,215 lb,395 lb,352 lb,32
651,26,Allie Sholley,http://games.crossfit.com/athlete/129854,552 (3952),0,63.0,0,0,155 lb,718 (262),81 (428),657 (105),1864 (209),632 (10:08),16,Phat Lifters,Midnight City CrossFit,2:46,9:45,2:23,19:37,415,--,--,220 lb,165 lb,405 lb,315 lb,31
652,30,Christina Annunziata,http://games.crossfit.com/athlete/113433,553 (3960),0,,0,0,135 lb,775 (260),591 (345),1194 (101),791 (230),609 (10:06),16,CrossFit Milford Red,CrossFit Milford,--,--,--,--,--,--,--,--,--,--,--,--
653,28,Danika Lawson,http://games.crossfit.com/athlete/222729,554 (3978),0,69.0,0,0,145 lb,117 (293),1554 (339),962 (102),1010 (221),335 (09:41),16,Sumner CrossFit Banecatz,Sumner CrossFit,0:00,--,--,--,--,0:00,0:00,175 lb,140 lb,300 lb,0 lb,--
654,32,Stephanie Lynn,http://games.crossfit.com/athlete/144827,555 (3984),0,63.0,0,0,138 lb,495 (269),1155 (341),1225 (101),377 (245),732 (10:16),16,CrossFit Rutherford,CrossFit Rutherford,3:20,--,--,--,--,--,22:34,190 lb,150 lb,285 lb,230 lb,--
655,25,Jillian Seamon,http://games.crossfit.com/athlete/467597,556 (3985),0,65.0,0,0,150 lb,337 (275),1046 (342),1844 (93),582 (237),176 (09:19),16,TEAM Ironborough,CrossFit Ironborough,3:13,--,--,--,--,--,27:39,225 lb,190 lb,300 lb,275 lb,--
656,35,Michelle Benedict,http://games.crossfit.com/athlete/313237,557 (3990),0,65.0,0,0,144 lb,556 (267),436 (347),589 (107),2074 (207),335 (09:41),16,,Southern Pines CrossFit,2:50,8:27,1:20,18:37,407,--,--,220 lb,155 lb,265 lb,300 lb,--
657,27,Marissa Luchau,http://games.crossfit.com/athlete/7041,558 (4000),0,67.0,0,0,150 lb,473 (270),770 (343),1921 (92),117 (260),719 (10:15),16,Northwest Strength and Performance,Morgan Junction CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,200 lb,155 lb,375 lb,275 lb,0
658,31,Jessica Vetter,http://games.crossfit.com/athlete/424955,558 (4000),0,,0,0,137 lb,894 (258),1079 (341),417 (112),181 (255),1429 (10:54),16,Reebok CrossFit Louvre,Reebok CrossFit Louvre,--,--,--,--,--,--,--,--,--,--,--,--
659,31,Leilani Dawes,http://games.crossfit.com/athlete/382053,560 (4011),0,67.72,0,0,163 lb,775 (260),810 (343),1182 (101),691 (233),553 (10:01),16,CrossFit Loaded,CrossFit Loaded,3:25,8:16,1:45,--,376,--,23:20,103 kg,83 kg,150 kg,130 kg,--
660,35,Amy Boyd,http://games.crossfit.com/athlete/71730,561 (4028),0,,0,0,--,748 (261),339 (423),1113 (101),1583 (212),245 (09:29),16,CrossFit 8035,CrossFit 8035,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
661,31,Becky Pykett,http://games.crossfit.com/athlete/2941,562 (4036),0,63.78,0,0,68 kg,934 (255),470 (346),1980 (91),113 (260),539 (10:00),16,Reebok CrossFit Reading,Reebok CrossFit Reading,3:14,0:00,1:57,0:00,0,1:14,24:00,96 kg,73 kg,165 kg,140 kg,48
662,32,Beck Smith,http://games.crossfit.com/athlete/101869,562 (4036),0,68.9,0,0,147 lb,1423 (244),835 (343),906 (102),251 (250),621 (10:07),16,CrossFit Rocks,CrossFit Rocks,3:33,8:27,1:48,--,366,0:58,22:32,93 kg,75 kg,150 kg,140 kg,21
663,24,Julia Glotz,http://games.crossfit.com/athlete/331790,564 (4037),0,65.0,0,0,150 lb,655 (264),214 (424),707 (104),1524 (213),937 (10:30),16,Maverick CrossFit,Maverick CrossFit,--,--,--,--,--,--,--,226 lb,193 lb,301 lb,325 lb,--
664,41,Aida Koepplinger,http://games.crossfit.com/athlete/8618,565 (4044),0,62.0,0,0,126 lb,194 (286),1072 (341),308 (114),714 (233),1756 (11:08),16,C4 CrossFit,C4 CrossFit,3:14,9:04,2:56,21:37,278,1:54,25:00,185 lb,150 lb,270 lb,230 lb,60
